Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
115,17,0,4.04479,0
98,14,11,3.47217,0.075766
113,18,11,2.72513,0.066221
121,21,12,2.06614,0.059796
160,26,17,2.18178,0.207375
383,43,20,2.16726,0.069256
85,18,14,2.09922,0.49533
210,31,17,2.05778,0.088702
171,26,21,2.26105,0.086484
281,34,21,2.29075,0.069303
