Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1351,166,0,35.1712,0
1327,157,123,31.0418,0.166672
1311,161,126,30.4616,0.230113
1351,155,125,29.1679,0.314242
1360,163,120,32.1523,0.180723
1347,164,127,32.1568,0.191398
1363,173,139,27.7607,0.188367
1331,175,145,29.4601,0.30921
1358,177,141,30.6003,0.314228
1331,179,148,32.738,0.294207
