Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
500,92,0,3.64071,0
500,102,66,2.98365,0.160475
500,106,78,2.98915,0.113883
500,113,78,3.0546,0.165277
500,109,75,3.03013,0.134616
500,125,91,3.13404,0.124025
500,130,97,3.08816,0.139435
500,129,90,3.31062,0.205935
500,127,91,3.08278,0.178583
500,128,96,3.1063,0.186331
