Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1438,138,0,55.8095,0
1371,132,85,38.573,0.197382
1380,124,74,36.1032,0.132425
1335,137,83,38.627,0.138605
1305,134,79,37.6678,0.225384
1369,140,79,42.1988,0.213214
1396,137,76,36.1777,0.228924
1382,148,70,37.7266,0.135937
1463,159,83,38.2218,0.263027
1422,137,74,39.2917,0.248449
