Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1438,138,0,48.8609,0
1371,132,66,36.0122,0.520611
1380,124,64,43.3184,0.179405
1335,137,73,35.7395,0.178417
1305,134,62,50.3226,0.286928
1369,140,71,36.3393,0.237505
1396,137,58,37.6751,0.220363
1382,148,57,35.7408,0.381321
1463,159,76,54.1803,0.292945
1422,137,66,37.5593,0.248871
