Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1351,166,0,35.4626,0
1327,157,130,26.9262,0.23102
1311,161,120,46.2627,0.24024
1351,155,124,30.6505,0.184939
1360,163,125,28.2006,0.296933
1347,164,116,30.0562,0.215148
1363,173,129,29.5397,0.300824
1331,175,137,28.3184,0.490827
1358,177,141,31.2518,0.37709
1331,179,144,29.4765,0.303618
