Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1370,125,0,16.1355,0
1301,118,90,10.7194,0.353442
1361,123,92,8.7901,0.374936
1358,120,81,4.85197,0.359816
1333,120,89,12.2098,1.78238
1284,113,89,5.34109,0.184699
1322,114,77,5.12001,0.197797
1366,123,86,9.50619,0.276307
1389,111,86,8.03493,0.299836
1339,112,80,6.9268,0.15464
