Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1351,166,0,45.1257,0
1327,157,137,43.9765,0.211253
1311,161,134,30.0098,0.298651
1351,155,134,28.1146,0.164944
1360,163,135,30.1634,0.298308
1347,164,135,32.7124,0.212887
1363,173,151,31.1168,0.320514
1331,175,156,34.0294,0.227709
1358,177,147,28.8644,0.350004
1331,179,155,26.6195,0.20231
