Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
2757,264,0,35.6143,0
2777,282,164,32.1092,0.452437
2741,282,184,31.8187,0.743127
2735,277,164,37.1225,1.26989
2757,297,162,33.8522,1.38493
2695,279,178,30.9772,0.743185
2715,289,196,32.1568,1.99157
2628,272,165,30.4213,0.852714
2639,266,180,31.1348,1.27975
2672,254,161,30.5114,1.15493
