Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1824,149,0,0.473286,0
1832,152,117,0.392579,0.178007
1810,150,122,0.375299,0.219105
1817,155,121,0.38865,0.154939
1793,149,117,0.389159,0.234985
1796,149,117,0.536513,0.194702
1788,156,127,0.387872,0.177554
1695,150,118,0.381212,0.186838
1749,138,113,0.382276,0.189877
1770,143,116,0.372027,0.250697
