Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
500,92,0,3.59923,0
500,102,64,3.34255,0.147307
500,106,79,3.00877,0.311702
500,113,79,2.89552,0.137871
500,109,83,2.95419,0.844636
500,125,88,2.9486,0.260852
500,130,97,3.269,0.229837
500,129,91,2.94996,0.165695
500,127,92,3.02144,0.259009
500,128,98,2.97978,0.297251
