Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1438,138,0,47.5372,0
1371,132,85,35.7896,0.129235
1380,124,77,37.2388,0.193789
1335,137,89,35.8086,0.222611
1305,134,93,35.2176,0.082138
1369,140,93,37.1116,0.117521
1396,137,79,36.8068,0.167264
1382,148,83,37.9823,1.1171
1463,159,108,38.6152,0.27166
1422,137,99,35.0981,0.123634
