Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
115,17,0,3.87237,0
98,14,13,2.09429,0.044737
113,18,15,2.80583,0.018487
121,21,15,2.13831,0.044794
160,26,18,2.04932,0.022379
383,43,24,2.07876,0.031093
85,18,17,2.18734,0.039968
210,31,18,2.13906,0.022643
171,26,24,2.04352,0.035638
281,34,27,2.06038,0.055348
