Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1370,125,0,22.1252,0
1301,118,83,5.62279,0.23439
1361,123,95,8.31509,0.89643
1358,120,92,4.49462,0.221313
1333,120,90,3.6056,0.133444
1284,113,86,3.23158,0.303387
1322,114,84,3.92152,0.161692
1366,123,81,3.55401,0.369693
1389,111,83,6.08672,0.410822
1339,112,85,3.35477,0.998229
