Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1824,149,0,0.469626,0
1832,152,117,0.393283,0.237716
1810,150,126,0.398096,0.222208
1817,155,126,0.384874,0.186599
1793,149,120,0.396324,0.281659
1796,149,117,0.379458,0.1964
1788,156,128,0.379466,0.287853
1695,150,120,0.400811,0.175514
1749,138,117,0.425023,0.209827
1770,143,118,0.380732,0.144005
