Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
2757,264,0,24.5231,0
2777,282,173,23.2622,0.338595
2741,282,181,25.3425,0.306344
2735,277,161,21.9841,0.278442
2757,297,166,22.0725,0.327852
2695,279,162,23.2349,0.477524
2715,289,191,25.6628,0.466201
2628,272,158,20.9605,0.706326
2639,266,179,22.0084,0.462888
2672,254,163,25.2277,0.485711
