Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1370,125,0,12.8065,0
1301,118,103,7.12563,0.359407
1361,123,108,6.90333,0.154343
1358,120,107,3.92046,0.281785
1333,120,105,17.4768,0.208621
1284,113,100,8.20204,0.2317
1322,114,102,8.4513,0.172428
1366,123,104,12.8522,0.337751
1389,111,101,10.5019,0.332376
1339,112,102,4.32693,0.200783
