Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
2757,264,0,23.4242,0
2777,282,164,22.5549,0.443502
2741,282,184,23.1019,0.453812
2735,277,164,21.5194,0.428648
2757,297,162,22.4672,0.365376
2695,279,178,23.4141,0.541071
2715,289,196,21.2477,0.814534
2628,272,165,21.1421,0.776311
2639,266,180,21.403,0.485554
2672,254,161,21.4359,0.847455
