Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
500,92,0,3.72868,0
500,102,42,3.53192,0.229141
500,106,43,3.10975,0.090525
500,113,45,3.01344,0.988849
500,109,46,2.94578,0.088835
500,125,43,3.04806,0.597443
500,130,58,3.16097,0.098096
500,129,55,3.06149,0.106332
500,127,50,2.99246,0.60907
500,128,53,3.20491,0.10223
