Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1370,125,0,17.4834,0
1301,118,99,15.8864,0.393807
1361,123,104,11.1657,0.195414
1358,120,105,6.81092,0.182752
1333,120,106,4.11395,0.134902
1284,113,99,6.98554,0.30968
1322,114,98,4.16041,0.218229
1366,123,102,6.41805,0.204052
1389,111,99,4.49885,0.224995
1339,112,101,6.63292,0.439015
