Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1351,166,0,38.2296,0
1327,157,127,36.0496,0.225353
1311,161,126,31.212,0.260874
1351,155,128,32.1049,0.226399
1360,163,122,27.1892,0.713837
1347,164,124,31.3033,0.272808
1363,173,142,26.8083,0.205938
1331,175,144,29.5427,1.52725
1358,177,145,29.9827,0.291878
1331,179,149,27.1224,1.58693
