Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1370,125,0,15.6017,0
1301,118,90,15.488,1.4506
1361,123,92,5.91634,0.350982
1358,120,81,4.17891,0.348365
1333,120,89,23.1041,0.336835
1284,113,89,8.98381,0.230471
1322,114,77,7.57941,0.146883
1366,123,86,9.24189,0.717076
1389,111,86,8.45587,0.210547
1339,112,80,4.28154,0.119516
