Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
115,17,0,4.2627,0
98,14,13,4.11456,0.07831
113,18,16,2.61951,0.053061
121,21,16,2.1217,0.063676
160,26,19,2.40636,0.06579
383,43,27,2.35758,0.07554
85,18,17,2.32076,0.056009
210,31,21,2.07029,0.054511
171,26,22,2.31516,0.068588
281,34,27,2.05453,0.06628
