Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1351,166,0,48.3583,0
1327,157,134,34.5297,0.193412
1311,161,134,32.1597,0.215471
1351,155,133,31.4736,0.263622
1360,163,134,31.5996,0.329084
1347,164,138,32.2543,1.01532
1363,173,145,33.0549,0.429261
1331,175,145,33.9954,0.273949
1358,177,149,31.1971,0.458476
1331,179,158,31.1785,0.478894
