Keypointbefore,KeypointAfter,DescriptorMatches,KeypointTime,MatchingTime
1370,125,0,13.587,0
1301,118,100,7.30695,0.229799
1361,123,103,5.67014,0.208507
1358,120,101,14.4894,0.350682
1333,120,108,23.3155,0.225798
1284,113,102,4.68774,0.133381
1322,114,95,6.50323,0.11278
1366,123,104,5.71738,0.146034
1389,111,96,4.9074,0.175084
1339,112,95,3.85667,0.133207
